0,0
22,1
57,1
91,1
126,1
161,1
196,1
232,1
267,1
302,1
338,1
373,1
408,1
444,1
478,1
513,1
548,1
583,1
616,1
651,1
685,1
719,1
753,1
786,1
818,1
850,1
882,1
914,1
947,1
979,1
1009,1
1052,1
1096,1
1139,1
1185,1
1229,1
1272,1
1315,1
1357,1
1394,1
1432,1
1473,1
1515,1
1557,1
1599,1
1640,1
1682,1
1722,1
1762,1
1802,1
1843,1
1885,1
1926,1
1968,1
2005,1
2042,1
2079,1
2116,1
2154,1
2190,1
2227,1
2264,1
2301,1
2338,1
2374,1
2411,1
2448,1
2486,1
2524,1
2566,1
2621,1
2679,1
2738,1
2800,1
2856,1
2914,1
2968,1
2992,1
3047,1
3100,1
3155,1
3211,1
3267,1
3319,1
3367,1
3412,1
3457,1
3502,1
3547,1
3592,1
3638,1
3683,1
3729,1
3775,1
3821,1
3869,1
3917,1
3964,1
3975,1
4013,1
4050,1
4087,1
4123,1
4160,1
4197,1
4233,1
4270,1
4307,1
4345,1
4385,1
4417,1
4429,1
4475,1
4521,1
4568,1
4594,1
4613,1
4659,1
4704,1
4749,1
4792,1
4840,1
4891,1
4899,1
4932,1
4965,1
4997,1
5030,1
5063,1
5095,1
5128,1
5160,1
5193,1
5226,1
5259,1
5291,1
5324,1
5357,1
5390,1
5423,1
5456,1
5489,1
5522,1
5554,1
5587,1
5620,1
5653,1
5687,1
5720,1
5754,1
5787,1
5820,1
5853,1
5886,1
5918,1
5951,1
5985,1
6021,1
6055,1
6095,1
6140,1
6187,1
6233,1
6281,1
6327,1
6374,1
6420,1
6467,1
6515,1
6562,1
6610,1
6658,1
6706,1
6754,1
6802,1
6850,1
6894,1
6926,1
6960,1
6994,1
7026,1
7059,1
7092,1
7125,1
7159,1
7192,1
7224,1
7258,1
7292,1
7323,1
7356,1
7390,1
7423,1
7456,1
7490,1
7552,1
7554,1
7587,1
7621,1
7655,1
7688,1
7722,1
7754,1
7789,1
7823,1
7855,1
7924,1
7957,1
7992,1
8026,1
8061,1
8095,1
8130,1
8165,1
8199,1
8233,1
8268,1
8302,1
8337,1
8372,1
8407,1
8442,1
8478,1
8513,1
8548,1
8582,1
8617,1
8652,1
8687,1
8723,1
8757,1
8792,1
8826,1
8861,1
8940,1
8992,1
9043,1
9096,1
9147,1
9198,1
9249,1
9300,1
9351,1
9403,1
9458,1
9509,1
9561,1
9613,1
9665,1
9720,1
9773,1
9826,1
9882,1
39,2
73,2
108,2
143,2
179,2
214,2
249,2
284,2
320,2
355,2
390,2
426,2
461,2
495,2
529,2
564,2
595,2
629,2
667,2
701,2
732,2
766,2
799,2
831,2
863,2
894,2
927,2
959,2
991,2
1033,2
1078,2
1121,2
1166,2
1210,2
1254,2
1298,2
1339,2
1376,2
1414,2
1454,2
1579,2
1621,2
1743,2
1783,2
1823,2
1949,2
2096,2
2133,2
2170,2
2206,2
2244,2
2281,2
2318,2
2354,2
2391,2
2428,2
2465,2
2503,2
2537,2
2599,2
2656,2
2714,2
2776,2
2834,2
2891,2
2945,2
3023,2
3076,2
3131,2
3187,2
3241,2
3295,2
3345,2
3391,2
3436,2
3479,2
3524,2
3570,2
3616,2
3662,2
3707,2
3753,2
3799,2
3847,2
3895,2
3942,2
3994,2
4031,2
4068,2
4104,2
4141,2
4178,2
4214,2
4252,2
4288,2
4326,2
4367,2
4411,2
4455,2
4502,2
4549,2
4594,2
4639,2
4685,2
4732,2
4772,2
4819,2
4870,2
4914,2
4947,2
4979,2
5012,2
5045,2
5078,2
5110,2
5143,2
5175,2
5208,2
5241,2
5273,2
5306,2
5339,2
5372,2
5405,2
5438,2
5471,2
5504,2
5537,2
5569,2
5602,2
5635,2
5669,2
5702,2
5736,2
5769,2
5802,2
5835,2
5869,2
5900,2
5934,2
5967,2
6002,2
6037,2
6075,2
6120,2
6166,2
6166,2
6213,2
6213,2
6260,2
6260,2
6306,2
6306,2
6353,2
6399,2
6446,2
6493,2
6541,2
6589,2
6637,2
6684,2
6733,2
6781,2
6829,2
6877,2
1496,2
1537,2
1662,2
1703,2
1864,2
1907,2
1990,2
2021,2
2059,2
6908,2
6941,2
6974,2
7007,2
7041,2
7074,2
7106,2
7139,2
7172,2
7206,2
7238,2
7272,2
7304,2
7337,2
7371,2
7403,2
7437,2
7470,2
7503,2
7535,2
7569,2
7602,2
7636,2
7669,2
7703,2
7735,2
7769,2
7803,2
7836,2
7905,2
7938,2
7972,2
8007,2
8041,2
8075,2
8110,2
8145,2
8179,2
8213,2
8248,2
8282,2
8317,2
8352,2
8387,2
8422,2
8457,2
8492,2
8527,2
8562,2
8597,2
8632,2
8667,2
8702,2
8737,2
8772,2
8806,2
8841,2
8965,2
9017,2
9068,2
9122,2
9171,2
9224,2
9175,2
9326,2
9378,2
9430,2
9484,2
9536,2
9585,2
9640,2
9694,2
9746,2
9801,2
9856,2
